Brand,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Ford,Escape,SUV,2001 Ford Escape XLS,USED,Automatic,"6 cyl, 3 L",4WD,Unleaded,13 L / 100 km,212085,"Shepparton, VIC",6 cyl,SUV, 4 Doors, 5 Seats,5990
Toyota,Camry,Sedan,2015 Toyota Camry Altise Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,5.2 L / 100 km,72088,"Kyabram, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,28990
Mitsubishi,Outlander,Coffs Harbour Toyota Pre-Owned,2016 Mitsubishi Outlander LS 2WD,USED,Automatic,-,Other,Unleaded,-,108883,"Coffs Harbour, NSW",-,Wagon,,,20990
Ford,Focus,Hatchback,2018 Ford Focus Trend,USED,Automatic,"3 cyl, 1.5 L",Front,Unleaded,6.4 L / 100 km,83075,"Traralgon, VIC",3 cyl,Hatchback, 4 Doors, 5 Seats,18999
Holden,Commodore,Ute / Tray,2011 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,10.1 L / 100 km,201231,"Traralgon, VIC",6 cyl,Ute / Tray, 2 Doors, 2 Seats,16990
Hyundai,I30,Hatchback,2020 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,56071,"Phillip, ACT",4 cyl,Hatchback, 4 Doors, 5 Seats,21870
Hyundai,Tucson,SUV,2016 Hyundai Tucson Active (fwd),USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,231209,"Traralgon, VIC",4 cyl,SUV, 4 Doors, 5 Seats,13990
Toyota,RAV4,SUV,2017 Toyota RAV4 GXL (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.5 L / 100 km,76410,"Seymour, VIC",4 cyl,SUV, 4 Doors, 5 Seats,35990
Toyota,Camry,USED Dealer ad,2021 Toyota Camry Ascent,USED,Automatic,-,Other,Unleaded,-,34876,"Coffs Harbour, NSW",-,,,,33490
Subaru,Outback,SUV,2019 Subaru Outback 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3 L / 100 km,103366,"Traralgon, VIC",4 cyl,SUV, 4 Doors, 5 Seats,32999
Toyota,C-HR,SUV,2018 Toyota C-HR (2WD),USED,Automatic,"4 cyl, 1.2 L",Front,Premium,5.5 L / 100 km,63108,"Traralgon, VIC",4 cyl,SUV, 4 Doors, 5 Seats,28999
Renault,Koleos,SUV,2018 Renault Koleos Intens (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,6.1 L / 100 km,42859,"Hume, ACT",4 cyl,SUV, 4 Doors, 5 Seats,29990
Nissan,Navara,Ute / Tray,2009 Nissan Navara ST-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.2 L / 100 km,294536,"Traralgon, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,12990
Toyota,Hilux,Ute / Tray,2017 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,276375,"Kyabram, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,36990
Toyota,Corolla,Coffs Harbour Toyota Pre-Owned,2022 Toyota Corolla ZR,USED,Automatic,-,Other,Unleaded,-,18928,"Coffs Harbour, NSW",-,Hatchback,,,40990
Holden,Colorado,Ute / Tray,2017 Holden Colorado LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.1 L / 100 km,147604,"Seymour, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,36990
Ford,Ranger,Ute / Tray,2016 Ford Ranger XLT 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,113991,"Seymour, VIC",5 cyl,Ute / Tray, 4 Doors, 5 Seats,41990
Mercedes-Benz,A200,Hatchback,2015 Mercedes-Benz A200 BE,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,6.1 L / 100 km,77431,"Phillip, ACT",4 cyl,Hatchback, 5 Doors, 5 Seats,29990
Toyota,Rav,Coffs Harbour Toyota Pre-Owned,2020 Toyota Rav 4 Cruiser,USED,Automatic,-,Other,Other,-,31300,"Coffs Harbour, NSW",-,SUV,,,54490
Holden,Cascada,"03 **** ****
",2015 Holden Cascada,USED,-,-,Other,-,-,78000,"Dandenong South, VIC",-,,,,19950
Mazda,6,Hatchback,2005 Mazda 6 Luxury Sports,USED,Automatic,"4 cyl, 2.3 L",Front,Premium,8.9 L / 100 km,189567,"Dandenong, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,9799
Holden,Colorado,SUV,2015 Holden Colorado 7 LT (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.4 L / 100 km,138790,"Traralgon, VIC",4 cyl,SUV, 4 Doors, 7 Seats,27990
LDV,D90,Coffs Harbour Toyota Pre-Owned,2020 LDV D90 Executive,USED,Automatic,-,Other,Unleaded,-,25616,"Coffs Harbour, NSW",-,Wagon,,,35990
Hyundai,Iload,Commercial,2018 Hyundai Iload 3S Liftback,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,8.8 L / 100 km,39073,"Dandenong South, VIC",4 cyl,Commercial, 4 Doors, 3 Seats,40950
Kia,Cerato,Sedan,2019 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,52448,"Phillip, ACT",4 cyl,Sedan, 4 Doors, 5 Seats,21870
Nissan,Dualis,SUV,2013 Nissan Dualis ST (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2 L / 100 km,175187,"Bayswater, VIC",4 cyl,SUV, 4 Doors, 5 Seats,12999
Toyota,Hilux,Coffs Harbour Toyota Pre-Owned,2018 Toyota Hilux WorkMate 4x2 Single-Cab Cab-Chassis,USED,Manual,-,Other,Diesel,-,43861,"Coffs Harbour, NSW",-,Ute / Tray,,,30990
Ford,Territory,SUV,2013 Ford Territory TX (rwd),USED,Automatic,"6 cyl, 2.7 L",Rear,Diesel,8.2 L / 100 km,192388,"Traralgon, VIC",6 cyl,SUV, 4 Doors, 5 Seats,16990
Toyota,HiAce,Commercial,2020 Toyota HiAce LWB (4 Door Option),USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,8.2 L / 100 km,86280,"Dandenong South, VIC",4 cyl,Commercial, 4 Doors, 2 Seats,51950
Isuzu,MU-X,SUV,2019 Isuzu MU-X LS-M (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.1 L / 100 km,138702,"Dandenong South, VIC",4 cyl,SUV, 4 Doors, 7 Seats,42950
BMW,X1,SUV,2018 BMW X1 Xdrive 25I,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.6 L / 100 km,94970,"Phillip, ACT",4 cyl,SUV, 4 Doors, 5 Seats,37380
Subaru,Forester,SUV,2017 Subaru Forester 2.5I-L,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.1 L / 100 km,62841,"Seymour, VIC",4 cyl,SUV, 4 Doors, 5 Seats,30999
Toyota,C-HR,SUV,2020 Toyota C-HR Koba (2WD),USED,Automatic,"4 cyl, 1.2 L",Front,Premium,6.4 L / 100 km,21701,"Coffs Harbour, NSW",4 cyl,SUV, 5 Doors, 5 Seats,38750
Ford,Everest,SUV,2018 Ford Everest Trend (4WD),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.5 L / 100 km,26409,"Coffs Harbour, NSW",5 cyl,SUV, 4 Doors, 7 Seats,52990
Toyota,RAV4,SUV,2016 Toyota RAV4 GX (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,177710,"Dandenong, VIC",4 cyl,SUV, 4 Doors, 5 Seats,23999
Hyundai,Sonata,Sedan,2019 Hyundai Sonata Active,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.3 L / 100 km,139042,"Traralgon, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,20999
Mazda,CX-5,SUV,2017 Mazda CX-5 Akera (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.5 L / 100 km,42647,"Phillip, ACT",4 cyl,SUV, 4 Doors, 5 Seats,34450
Mitsubishi,Pajero,SUV,2014 Mitsubishi Pajero GLX LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,282674,"Coffs Harbour, NSW",4 cyl,SUV, 4 Doors, 5 Seats,25999
Volkswagen,Amarok,Ute / Tray,2018 Volkswagen Amarok V6 TDI 550 Dark Label,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.8 L / 100 km,177188,"Echuca, VIC",6 cyl,Ute / Tray, 4 Doors, 5 Seats,42990
Honda,Odyssey,Wagon,2019 Honda Odyssey VTI-L,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.8 L / 100 km,39840,"Vermont, VIC",4 cyl,Wagon, 4 Doors, 7 Seats,47990
Volkswagen,Amarok,Ute / Tray,2014 Volkswagen Amarok TDI420 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,8.3 L / 100 km,170132,"Fyshwick, ACT",4 cyl,Ute / Tray, 4 Doors, 5 Seats,22990
Jeep,Compass,Valley Motor Group New,2023 Jeep Compass Trailhawk,NEW,Automatic,"4 cyl, 2 L",4WD,Diesel,6.9 L / 100 km,40,"Traralgon, VIC",4 cyl,SUV, 4 Doors, 5 Seats,55574
Holden,Colorado,Ute / Tray,2017 Holden Colorado LTZ (4X2),USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,8.9 L / 100 km,126103,"Coffs Harbour, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,37999
Suzuki,Baleno,Hatchback,2019 Suzuki Baleno GL,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.4 L / 100 km,13808,"Traralgon, VIC",4 cyl,Hatchback, 4 Doors, 5 Seats,22999
Jaguar,E-Pace,SUV,2018 Jaguar E-Pace D150 R-Dynamic S AWD (110KW),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.6 L / 100 km,95000,"Dandenong, VIC",4 cyl,SUV, 4 Doors, 5 Seats,42000
Ford,Ranger,Ute / Tray,2017 Ford Ranger XL 3.2 (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,8.3 L / 100 km,207949,"Wickham, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,22850
Isuzu,D-MAX,Ute / Tray,2018 Isuzu D-MAX SX HI-Ride (4X2),USED,Automatic,"4 cyl, 3 L",Rear,Diesel,7.7 L / 100 km,91171,"Lavington, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,38990
Ford,Ranger,Ute / Tray,2014 Ford Ranger XL 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,235718,"Traralgon, VIC",5 cyl,Ute / Tray, 2 Doors, 2 Seats,21990
Ford,Falcon,Sedan,1993 Ford Falcon GT,USED,Manual,"8 cyl, 4.9 L",Rear,Unleaded,15 L / 100 km,409184,"Fyshwick, ACT",8 cyl,Sedan, 4 Doors, 5 Seats,67500
Great,Wall,Ute / Tray,2019 Great Wall Steed (4X4),USED,Manual,"4 cyl, 2 L",4WD,Diesel,9 L / 100 km,88974,"Beresfield, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,16800
Toyota,C-HR,SUV,2018 Toyota C-HR (2WD),USED,Automatic,"4 cyl, 1.2 L",Front,Premium,5.5 L / 100 km,85422,"Echuca, VIC",4 cyl,SUV, 4 Doors, 5 Seats,28950
Mitsubishi,Outlander,SUV,2008 Mitsubishi Outlander VR (7 Seat),USED,Automatic,"6 cyl, 3 L",4WD,Unleaded,10.9 L / 100 km,211121,"Tugun, QLD",6 cyl,SUV, 4 Doors, 7 Seats,10990
Ford,Falcon,Sedan,2005 Ford Falcon XR8,USED,Automatic,"8 cyl, 5.4 L",Rear,Unleaded,14.5 L / 100 km,285000,"Holbrook, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,14990
Toyota,RAV4,SUV,2016 Toyota RAV4 GX (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,60515,"Maitland, NSW",4 cyl,SUV, 4 Doors, 5 Seats,28990
Nissan,Navara,Ute / Tray,2015 Nissan Navara RX (4X4),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7.1 L / 100 km,282667,"Traralgon, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,24990
Lexus,RC350,Coupe,2020 Lexus RC350 F Sport,USED,Automatic,"6 cyl, 3.5 L",Rear,Premium,9.1 L / 100 km,29288,"Belconnen, ACT",6 cyl,Coupe, 2 Doors, 4 Seats,68888
Toyota,Landcruiser,SUV,2008 Toyota Landcruiser GXL (4X4),USED,Automatic,"8 cyl, 4.7 L",4WD,Unleaded,14.5 L / 100 km,223778,"Coffs Harbour, NSW",8 cyl,SUV, 4 Doors, 8 Seats,49999
Holden,Commodore,Wagon,2018 Holden Commodore LT,USED,Automatic,"4 cyl, 2 L",Front,Premium,7.7 L / 100 km,143806,"Hamilton North, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,14990
Mitsubishi,Pajero,SUV,2008 Mitsubishi Pajero GLX LWB (4X4),USED,Manual,"4 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,326184,"Bayswater, VIC",4 cyl,SUV, 4 Doors, 7 Seats,14650
Isuzu,MU-X,SUV,2021 Isuzu MU-X LS-U (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.3 L / 100 km,23424,"Lavington, NSW",4 cyl,SUV, 4 Doors, 7 Seats,66388
Volkswagen,Tiguan,SUV,2016 Volkswagen Tiguan 110 TSI Comfortline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,6.3 L / 100 km,112272,"Nowra, NSW",4 cyl,SUV, 4 Doors, 5 Seats,23990
Ford,Ranger,Ute / Tray,2020 Ford Ranger XL 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.7 L / 100 km,196922,"Traralgon, VIC",5 cyl,Ute / Tray, 4 Doors, 5 Seats,30999
BMW,X2,SUV,2018 BMW X2 Sdrive 20D M Sport,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.1 L / 100 km,72232,"Fyshwick, ACT",4 cyl,SUV, 4 Doors, 5 Seats,38830
Mitsubishi,Outlander,SUV,2020 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2 L / 100 km,49191,"Maryville, NSW",4 cyl,SUV, 4 Doors, 7 Seats,31771
Toyota,C-HR,SUV,2018 Toyota C-HR Koba (2WD),USED,Automatic,"4 cyl, 1.2 L",Front,Premium,5.5 L / 100 km,62428,"Wodonga, VIC",4 cyl,SUV, 4 Doors, 5 Seats,29990
Hyundai,I30,Hatchback,2019 Hyundai I30 GO,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,36425,"Dandenong South, VIC",4 cyl,Hatchback, 4 Doors, 5 Seats,24490
Kia,Grand,Wagon,2010 Kia Grand Carnival Platinum,USED,Automatic,"6 cyl, 3.8 L",Front,Unleaded,12.8 L / 100 km,195900,"Waratah, NSW",6 cyl,Wagon, 4 Doors, 8 Seats,10990
Ford,Ranger,Ute / Tray,2019 Ford Ranger XLT 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.9 L / 100 km,190723,"Traralgon, VIC",5 cyl,Ute / Tray, 4 Doors, 5 Seats,37999
Hyundai,I30,Hatchback,2019 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,62969,"Wodonga, VIC",4 cyl,Hatchback, 4 Doors, 5 Seats,25990
Suzuki,Baleno,Hatchback,2022 Suzuki Baleno GL,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.4 L / 100 km,17079,"Phillip, ACT",4 cyl,Hatchback, 4 Doors, 5 Seats,20670
Honda,Odyssey,Wagon,2015 Honda Odyssey VTI-L,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.8 L / 100 km,115957,"Ashmore, QLD",4 cyl,Wagon, 4 Doors, 7 Seats,27990
Holden,Colorado,Ute / Tray,2020 Holden Colorado LS (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.6 L / 100 km,97680,"Traralgon, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,36999
Volkswagen,Tiguan,SUV,2019 Volkswagen Tiguan Allspace 132 TSI Comfortline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.5 L / 100 km,60325,"Wodonga, VIC",4 cyl,SUV, 4 Doors, 5 Seats,32990
Toyota,Corolla,Hatchback,2013 Toyota Corolla Levin SX,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6 L / 100 km,119960,"East Maitland, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,20990
BMW,330I,Wagon,2022 BMW 330I Touring M Sport,USED,Automatic,"4 cyl, 2 L",Rear,Premium,7 L / 100 km,5338,"Traralgon, VIC",4 cyl,Wagon, 4 Doors, 5 Seats,79999
Audi,Q5,SUV,2017 Audi Q5 2.0 TDI Quattro Design,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.5 L / 100 km,87663,"Fyshwick, ACT",4 cyl,SUV, 4 Doors, 5 Seats,41830
Subaru,XV,SUV,2013 Subaru XV 2.0I-S,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7.1 L / 100 km,168651,"Thomastown, VIC",4 cyl,SUV, 4 Doors, 5 Seats,16990
Kia,Carnival,Wagon,2020 Kia Carnival S,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,7.6 L / 100 km,60188,"Nowra, NSW",4 cyl,Wagon, 4 Doors, 8 Seats,39990
GWM,UTE,Valley Ford Traralgon New,2023 GWM UTE Cannon Vanta (4X4),NEW,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4 L / 100 km,40,"Traralgon, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,47490
Toyota,Corolla,Hatchback,2019 Toyota Corolla Ascent Sport + TR KIT,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,57665,"Wodonga, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,27990
Holden,Commodore,Wagon,2017 Holden Commodore Evoke,USED,Automatic,"6 cyl, 3 L",Rear,Unleaded,8.6 L / 100 km,116908,"Traralgon, VIC",6 cyl,Wagon, 4 Doors, 5 Seats,20999
Skoda,Karoq,Newcastle Skoda New,2022 Skoda Karoq Style 110TSI,DEMO,Automatic,"4 cyl, 1.4 L",Front,Premium,6.5 L / 100 km,25,"Hamilton East, NSW",4 cyl,SUV, 4 Doors, 5 Seats,42760
Volkswagen,Golf,Wagon,2015 Volkswagen Golf 90 TSI,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.3 L / 100 km,70833,"Wodonga, VIC",4 cyl,Wagon, 4 Doors, 5 Seats,19990
Jeep,Grand,Gulson Canberra - New & Demo,2023 Jeep Grand Cherokee Night Eagle 5 Seat (4X4),NEW,Automatic,"6 cyl, 3.6 L",4WD,-,9.9 L / 100 km,24,"Fyshwick, ACT",6 cyl,SUV, 4 Doors, 5 Seats,78825
Volkswagen,Tiguan,SUV,2016 Volkswagen Tiguan 132 TSI Comfortline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.5 L / 100 km,112390,"Cardiff, NSW",4 cyl,SUV, 4 Doors, 5 Seats,21998
Mazda,2,Hatchback,2016 Mazda 2 NEO,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,5.5 L / 100 km,133464,"Upper Ferntree Gully, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,15999
Subaru,Outback,SUV,2019 Subaru Outback 2.0D Premium,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.3 L / 100 km,152908,"Traralgon, VIC",4 cyl,SUV, 4 Doors, 5 Seats,26999
Toyota,Hilux,Ute / Tray,2017 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,220382,"Mayfield West, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,34250
HSV,Clubsport,Wagon,2013 HSV Clubsport R8 Tourer,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,14.2 L / 100 km,76221,"Wodonga, VIC",8 cyl,Wagon, 4 Doors, 5 Seats,65990
Toyota,Hilux,Maitland Toyota,2022 Toyota Hilux Workmate 4x2,USED,Manual,-,Rear,Unleaded,-,3926,"East Maitland, NSW",-,Ute / Tray,,,35990
Volkswagen,Amarok,Ute / Tray,2019 Volkswagen Amarok V6 TDI580 Highline Black Edit.,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,8.9 L / 100 km,56312,"Phillip, ACT",6 cyl,Ute / Tray, 4 Doors, 5 Seats,55990
Land,Rover,Lexus of Southport,2018 Land Rover Range Rover Evoque SE,USED,Automatic,-,Other,Diesel,-,45176,"Southport, QLD",-,Wagon,,,47980
Hyundai,Trajet,Wagon,2004 Hyundai Trajet GLS,USED,Automatic,"6 cyl, 2.7 L",Front,Unleaded,12 L / 100 km,260718,"Traralgon, VIC",6 cyl,Wagon, 4 Doors, 7 Seats,6990
Subaru,Impreza,Hatchback,2015 Subaru Impreza 2.0I (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.8 L / 100 km,153709,"Maryville, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,15980
Ford,Territory,SUV,2014 Ford Territory TX (4X4),USED,Automatic,"6 cyl, 2.7 L",AWD,Diesel,8.8 L / 100 km,152703,"Wangaratta, VIC",6 cyl,SUV, 4 Doors, 5 Seats,16990
Honda,Civic,Sedan,2021 Honda Civic VTI-LX,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6 L / 100 km,19415,"Gateshead, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,38990
Mitsubishi,Triton,Wangaratta Motor Group Used,2019 Mitsubishi Triton 2019 Mitsubishi MR Triton GLX 2.4L D 6M/T 4X4 SC CC,USED,Manual,-,Other,Diesel,-,13243,"Wangaratta, VIC",-,Ute / Tray,,,37990
Toyota,Hilux,Ute / Tray,2018 Toyota Hilux SR HI-Rider,USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,8.1 L / 100 km,125842,"Traralgon, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,35999
Hyundai,Santa,SUV,2022 Hyundai Santa FE Highlander Crdi (awd),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.1 L / 100 km,3024,"Phillip, ACT",4 cyl,SUV, 4 Doors, 7 Seats,70321
Toyota,Hilux,Ute / Tray,2015 Toyota Hilux SR (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,8.2 L / 100 km,231762,"Hamilton North, NSW",4 cyl,Ute / Tray, 2 Doors, 3 Seats,21990
Toyota,Yaris,Hatchback,2015 Toyota Yaris Ascent,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,6.3 L / 100 km,35929,"Burwood, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,19480
Toyota,Corolla,Hatchback,2023 Toyota Corolla Ascent Sport + Convenience PK,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,35,"Raymond Terrace, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,37990
Hyundai,Kona,SUV,2018 Hyundai Kona Highlander (awd),USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,6.7 L / 100 km,86853,"Bairnsdale, VIC",4 cyl,SUV, 4 Doors, 5 Seats,29990
Kia,Sorento,SUV,2015 Kia Sorento SLI (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.8 L / 100 km,99530,"East Maitland, NSW",4 cyl,SUV, 4 Doors, 7 Seats,29986
Holden,UTE,Ute / Tray,2017 Holden UTE SS-V Redline,USED,Automatic,"8 cyl, 6.2 L",Rear,Unleaded,12.4 L / 100 km,73218,"Seymour, VIC",8 cyl,Ute / Tray, 2 Doors, 2 Seats,64990
Mitsubishi,Outlander,SUV,2021 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2 L / 100 km,59487,"Narre Warren, VIC",4 cyl,SUV, 4 Doors, 7 Seats,33888
Mitsubishi,ASX,SUV,2020 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,59466,"Gungahlin, ACT",4 cyl,SUV, 4 Doors, 5 Seats,25980
Hyundai,Tucson,SUV,2018 Hyundai Tucson Active X (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,26702,"Bennetts Green, NSW",4 cyl,SUV, 4 Doors, 5 Seats,29990
Mazda,BT-50,Ute / Tray,2017 Mazda BT-50 XT (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.9 L / 100 km,200460,"Bairnsdale, VIC",5 cyl,Ute / Tray, 4 Doors, 4 Seats,26990
Volkswagen,Amarok,Ute / Tray,2018 Volkswagen Amarok V6 TDI 550 Highline,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.8 L / 100 km,129623,"Rutherford, NSW",6 cyl,Ute / Tray, 4 Doors, 5 Seats,36950
Hyundai,I20,Hatchback,2013 Hyundai I20 Active,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.4 L / 100 km,94024,"Dandenong, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,13989
Holden,Commodore,Ute / Tray,2009 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,11.6 L / 100 km,193454,"Shepparton, VIC",6 cyl,Ute / Tray, 2 Doors, 2 Seats,17990
Toyota,Corolla,Hatchback,2013 Toyota Corolla Levin SX,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7.1 L / 100 km,58590,"Maryville, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,16700
Volkswagen,Passat,Sedan,2012 Volkswagen Passat V6 FSI Highline,USED,Automatic,"6 cyl, 3.6 L",AWD,Premium,9.7 L / 100 km,138178,"Alphington, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,14988
Toyota,Hilux,Ute / Tray,2022 Toyota Hilux SR5 + Premium Interior (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.4 L / 100 km,11794,"Fyshwick, ACT",4 cyl,Ute / Tray, 4 Doors, 5 Seats,67880
Mitsubishi,Lancer,Sedan,2012 Mitsubishi Lancer Platinum Edition,USED,Manual,"4 cyl, 2 L",Front,Unleaded,6.9 L / 100 km,205498,"Kurri Kurri, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,9990
Mazda,3,Sedan,2018 Mazda 3 Maxx Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,5.7 L / 100 km,140807,"Dandenong, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,19989
Toyota,Landcruiser,SUV,2018 Toyota Landcruiser GXL (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,9.5 L / 100 km,123414,"Shepparton, VIC",8 cyl,SUV, 4 Doors, 7 Seats,92990
Holden,Colorado,Ute / Tray,2017 Holden Colorado LS (4X2),USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,8.8 L / 100 km,47210,"Hamilton North, NSW",4 cyl,Ute / Tray, 2 Doors, 2 Seats,29990
