FullName,Winery,WineName,Region,RegionalVariety,VintageRating,VintageRatingCount,WineRating,WineRatingCount,WinePrice
Marcel Deiss Schoffweg (Le Chemin des Brebis) 2014,Marcel Deiss,Schoffweg (Le Chemin des Brebis),,,4.1,44,3.9,506,29.41
Franz Haas Manna Schweizer 2018,Franz Haas,Manna Schweizer,Northern Italy,White,4.1,44,4,3158,20.08
Dönnhoff Oberhäuser Brücke Riesling Spätlese 2015,Dönnhoff,Oberhäuser Brücke Riesling Spätlese,German,Riesling,4.1,44,4.1,639,29.5
Domaine Gérard Thomas Saint-Aubin 1er Cru 'Murgers des Dents de Chien' 2011,Domaine Gérard Thomas,Saint-Aubin 1er Cru 'Murgers des Dents de Chien',Burgundy,Côte de Beaune White,4.1,44,4.1,616,22.3
François Crochet Les Perrois Sancerre 2017,François Crochet,Les Perrois Sancerre,Upper Loire Valley,White,4.1,43,3.9,160,27.95
Jean-Paul & Benoit Droin Chablis Premier Cru Vosgros 2016,Jean-Paul & Benoit Droin,Chablis Premier Cru Vosgros,Burgundy,Chablis,4.1,43,4,277,27.88
"Bret Brothers & The Soufrandière Saint-Véran ""La Combe DesRoches"" 2017",Bret Brothers & The Soufrandière,"Saint-Véran ""La Combe DesRoches""",Burgundy,Macônnais White,4.1,43,4,96,25.21
Olivier Leflaive Montagny 1er Cru Bonneveaux 2016,Olivier Leflaive,Montagny 1er Cru Bonneveaux,Burgundy,Côte Chalonnaise White,4.1,43,4,451,20.68
Gérard Boulay Monts Damnés Sancerre 2017,Gérard Boulay,Monts Damnés Sancerre,Upper Loire Valley,White,4.1,42,4.1,524,28.57
Raccaro Malvasia 2016,Raccaro,Malvasia,Northern Italy,White,4.1,42,4,252,20.16
BLANKbottle Orbitofrontal Cortex 2018,BLANKbottle,Orbitofrontal Cortex,,,4.1,42,4.1,284,24
Marc Kreydenweiss Kritt Gewürztraminer 2017,Marc Kreydenweiss,Kritt Gewürztraminer,Alsace,Gewürztraminer,4.1,41,4,460,21.38
Domaine Long Depaquit Chablis Premier Cru 'Les Vaucoupins' 2016,Domaine Long Depaquit,Chablis Premier Cru 'Les Vaucoupins',Burgundy,Chablis,4.1,41,4,726,25.48
Lanzerac Mrs. English Single Vineyard Chardonnay 2017,Lanzerac,Mrs. English Single Vineyard Chardonnay,South African,Chardonnay,4.1,42,4.1,62,26.39
Domaine Weinbach Clos des Capucins Cuvée Theo Riesling Alsace 2018,Domaine Weinbach,Clos des Capucins Cuvée Theo Riesling Alsace,Alsace,Riesling,4.1,40,4,892,20.16
Patrick Piuze Terroir de Chablis 2018,Patrick Piuze,Terroir de Chablis,Burgundy,Chablis,4.1,39,4,561,20
Mullineux Granite Chenin Blanc 2018,Mullineux,Granite Chenin Blanc,South African,Chenin Blanc,4.1,38,4.2,418,27.76
Domaine Jean Collet Chablis Premier Cru Vaillons 2012,Domaine Jean Collet,Chablis Premier Cru Vaillons,Burgundy,Chablis,4.1,37,3.9,597,21.95
Marco de Bartoli Integer Zibibbo 2018,Marco de Bartoli,Integer Zibibbo,Southern Italy,White,4.1,37,3.9,349,25.58
Domaine du Tunnel Marsanne Saint-Péray 2016,Domaine du Tunnel,Marsanne Saint-Péray,Northern Rhône,Saint-Péray,4.1,37,3.9,188,23.33
Gilbert Picq Dessus La Carriére Chablis 2017,Gilbert Picq,Dessus La Carriére Chablis,Burgundy,Chablis,4.1,37,3.9,185,21.95
The Eyrie Vineyards Original Vines Pinot Gris 2015,The Eyrie Vineyards,Original Vines Pinot Gris,Oregon,Pinot Gris,4.1,37,4.1,98,29.95
Bret Brothers & The Soufrandière La Soufrandière Climat Les Longeays Pouilly-Vinzelles 2016,Bret Brothers & The Soufrandière,La Soufrandière Climat Les Longeays Pouilly-Vinzelles,Burgundy,Macônnais White,4.1,35,4,218,28.57
Domaine Anne Gros Cuvée Marine Bourgogne Hautes-Côtes de Nuits Blanc 2017,Domaine Anne Gros,Cuvée Marine Bourgogne Hautes-Côtes de Nuits Blanc,Burgundy,White,4.1,35,4,483,23.53
Dopff au Moulin Gewürztraminer Grand Cru Sporen de Riquewihr 2014,Dopff au Moulin,Gewürztraminer Grand Cru Sporen de Riquewihr,Alsace,Gewürztraminer,4.1,34,4.1,440,26.95
Taylors / Wakefield St. Andrews Chardonnay 2017,Taylors / Wakefield,St. Andrews Chardonnay,Australian,Chardonnay,4.1,34,4,214,20.16
Bott-Geyl Gewürztraminer Alsace Grand Cru 'Furstentum' 2008,Bott-Geyl,Gewürztraminer Alsace Grand Cru 'Furstentum',Alsace,Gewürztraminer,4.1,34,4.1,139,26.26
Hugel Jubilee Riesling 2004,Hugel,Jubilee Riesling,Alsace,Riesling,4.1,34,4,1239,25.42
Château Talbot Caillou Blanc 2017,Château Talbot,Caillou Blanc,Bordeaux,White,4.1,34,3.8,1716,22
Olivardots Blanc de Gresa 2011,Olivardots,Blanc de Gresa,,,4.1,33,3.9,314,21.19
Alphonse Mellot Pouilly-Fumé 2018,Alphonse Mellot,Pouilly-Fumé,Upper Loire Valley,White,4.1,33,3.9,248,20
Domaine Carrette Pouilly-Fuissé 2016,Domaine Carrette,Pouilly-Fuissé,Burgundy,Macônnais White,4.1,33,3.7,231,21
Reichsrat von Buhl Reiterpfad GG 2012,Reichsrat von Buhl,Reiterpfad GG,German,Riesling,4.1,32,4.2,189,25
Lukas Van Loggerenberg Trust Your Gut 2018,Lukas Van Loggerenberg,Trust Your Gut,South African,Chenin Blanc,4.1,32,4.1,65,28.15
Domaine Long Depaquit Chablis Premier Cru 'Les Beugnons' 2016,Domaine Long Depaquit,Chablis Premier Cru 'Les Beugnons',Burgundy,Chablis,4.1,32,4,578,27.5
Domaine Gros Frère et Soeur Bourgogne Hautes Côtes de Nuits Blanc 2017,Domaine Gros Frère et Soeur,Bourgogne Hautes Côtes de Nuits Blanc,Burgundy,White,4.1,32,3.9,522,22.6
Nunzio Ghiraldi Il Gruccione Lugana Superiore 2012,Nunzio Ghiraldi,Il Gruccione Lugana Superiore,Northern Italy,White,4.1,32,4.1,51,22.3
Domaine Frédéric Geschickt Le Schlouk 2016,Domaine Frédéric Geschickt,Le Schlouk,,,4.1,31,4.2,76,23.05
Leitz Rüdesheimer Berg Roseneck Riesling Spätlese 2013,Leitz,Rüdesheimer Berg Roseneck Riesling Spätlese,German,Riesling,4.1,31,4,398,24.95
Kornell Oberberg Sauvignon Blanc 2017,Kornell,Oberberg Sauvignon Blanc,Northern Italy,White,4.1,31,4,232,22.68
Alzinger Smaragd Loibenberg Grüner Veltliner 2016,Alzinger,Smaragd Loibenberg Grüner Veltliner,Austrian,Grüner Veltliner,4.1,31,4,176,26.63
Louis Max Rully Les Plantenays 2016,Louis Max,Rully Les Plantenays,Burgundy,Côte Chalonnaise White,4.1,31,3.9,122,28.33
Domaine Laurent Tribut Beauroy Chablis Premier Cru 2016,Domaine Laurent Tribut,Beauroy Chablis Premier Cru,Burgundy,Chablis,4.1,30,3.9,437,28.5
Hirsch Lamm Kammern Reserve Grüner Veltliner 2016,Hirsch,Lamm Kammern Reserve Grüner Veltliner,Austrian,Grüner Veltliner,4.1,30,4,461,22.8
Merlin Mâcon la Roche Vineuse 'Les Cras' 2016,Merlin,Mâcon la Roche Vineuse 'Les Cras',Burgundy,Macônnais White,4.1,30,4,264,29.98
Can Ràfols dels Caus La Calma 2016,Can Ràfols dels Caus,La Calma,,,4.1,30,4.1,554,29.36
Lenkey Pinceszet Hét Hordó Furmint 2009,Lenkey Pinceszet,Hét Hordó Furmint,,,4.1,29,4.1,36,25
Vincent Pinard Harmonie Sancerre 2017,Vincent Pinard,Harmonie Sancerre,Upper Loire Valley,White,4.1,29,4.1,465,27.31
Reichsrat von Buhl Deidesheimer Paradiesgarten 2013,Reichsrat von Buhl,Deidesheimer Paradiesgarten,German,Riesling,4.1,29,3.8,169,21.68
Château Pesquie Ventoux Quintessence Blanc 2016,Château Pesquie,Ventoux Quintessence Blanc,Southern Rhône,White,4.1,29,3.9,162,20.2
Domaine des Bodines Arbois Chardonnay 2015,Domaine des Bodines,Arbois Chardonnay,Jura,White,4.1,29,3.8,109,20.46
Domaine FL Le Parc Savennieres-Chenin 2015,Domaine FL,Le Parc Savennieres-Chenin,Loire,Chenin Blanc,4.1,28,4,66,26.67
Pala Entemari 2016,Pala,Entemari,Southern Italy,White,4.1,28,4,372,21.23
Domaine Bachey-Legros Santenay 'Sous la Roche' 2015,Domaine Bachey-Legros,Santenay 'Sous la Roche',Burgundy,Côte de Beaune White,4.1,28,4.1,154,27.75
Yann Durieux Love and Pif 2017,Yann Durieux,Love and Pif,Burgundy,White,4.1,28,3.9,478,26.21
Alain Voge Fleur de Crussol Saint-Péray 2017,Alain Voge,Fleur de Crussol Saint-Péray,Northern Rhône,Saint-Péray,4.1,28,4.1,548,27.73
Esk Valley Winemakers Reserve Chardonnay 2013,Esk Valley,Winemakers Reserve Chardonnay,New Zealand,Chardonnay,4.1,25,4,151,25.7
La Chablisienne Chablis 1er Cru 'Montée de Tonnerre' 2017,La Chablisienne,Chablis 1er Cru 'Montée de Tonnerre',Burgundy,Chablis,4.1,28,4,1087,28.33
Louis Michel & Fils Chablis Premier Cru 'Butteaux' 2017,Louis Michel & Fils,Chablis Premier Cru 'Butteaux',Burgundy,Chablis,4.1,28,4,844,29.32
Thevenet Quintaine Cuvée E.J. Thevenet Viré-Clessé 2015,Thevenet Quintaine,Cuvée E.J. Thevenet Viré-Clessé,Burgundy,Macônnais White,4.1,28,4.2,2398,22.6
La Chablisienne Chablis 1er Cru 'Côte de Lechet' 2017,La Chablisienne,Chablis 1er Cru 'Côte de Lechet',Burgundy,Chablis,4.1,28,4,2631,22.5
Patrick Javillier Cuvée Oligocène Bourgogne 2017,Patrick Javillier,Cuvée Oligocène Bourgogne,Burgundy,White,4.1,27,4,328,24.28
Château de Vergisson Pouilly-Fuissé Sur La Roche 2017,Château de Vergisson,Pouilly-Fuissé Sur La Roche,Burgundy,Macônnais White,4.1,27,3.9,71,24.99
Au Bon Climat Chardonnay Santa Maria Valley 2017,Au Bon Climat,Chardonnay Santa Maria Valley,Californian,Chardonnay,4.1,27,3.9,1402,24.37
Bret Brothers & The Soufrandière Climat Le Clos Reyssie Pouilly-Fuissé 2015,Bret Brothers & The Soufrandière,Climat Le Clos Reyssie Pouilly-Fuissé,Upper Loire Valley,White,4.1,27,4.1,122,24.37
François Cotat Les Culs de Beaujeu Sancerre 2016,François Cotat,Les Culs de Beaujeu Sancerre,Upper Loire Valley,White,4.1,27,4.1,520,27.99
Felton Road Bannockburn Riesling 2019,Felton Road,Bannockburn Riesling,New Zealand,Riesling,4.1,26,3.9,928,25.95
Jean-Baptiste Adam Vieilles Vignes L'Auxerrois 2016,Jean-Baptiste Adam,Vieilles Vignes L'Auxerrois,,,4.1,25,3.9,147,20.5
Joseph Mellot Le Loriot Pouilly-Fumé 2017,Joseph Mellot,Le Loriot Pouilly-Fumé,Upper Loire Valley,White,4.1,25,4.2,178,29.99
Bret Brothers & The Soufrandière Climat En Carementrant Pouilly-Fuissé 2015,Bret Brothers & The Soufrandière,Climat En Carementrant Pouilly-Fuissé,Burgundy,Macônnais White,4.1,25,4,239,24.37
Domaine Pattes Loup Chablis 1er Cru 'Côte de Jouan' 2013,Domaine Pattes Loup,Chablis 1er Cru 'Côte de Jouan',Burgundy,Chablis,4.1,28,4.2,170,26.89
Poggio Al Tesoro Solosole Vermentino 2016,Poggio Al Tesoro,Solosole Vermentino,Central Italy,White,4,967,3.9,4128,23.95
Greywacke Sauvignon Blanc 2015,Greywacke,Sauvignon Blanc,New Zealand,Sauvignon Blanc,4,897,4,7537,27.95
Planeta Chardonnay 2011,Planeta,Chardonnay,Southern Italy,White,4,893,4.1,12294,20.58
Gaía Assyrtiko by Gaia Wild Ferment 2017,Gaía,Assyrtiko by Gaia Wild Ferment,Greek Santorini,White,4,793,3.9,4409,25
Suavia Monte Carbonare 2016,Suavia,Monte Carbonare,Italian,Soave,4,790,4,3583,21
Pieropan La Rocca Soave Classico 2015,Pieropan,La Rocca Soave Classico,Italian,Soave,4,784,4,4852,21.5
Château Carbonnieux Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2011,Château Carbonnieux,Pessac-Léognan Blanc (Grand Cru Classé de Graves),Bordeaux,White,4,694,4,7887,23.19
Domaine Pattes Loup Chablis 2015,Domaine Pattes Loup,Chablis,Burgundy,Chablis,4,674,4,1937,23.53
Catena Alta Chardonnay 2014,Catena Alta,Chardonnay,Argentinian,Chardonnay,4,669,4.1,7223,21.84
Henri Bourgeois Sancerre La Bourgeoise Blanc 2015,Henri Bourgeois,Sancerre La Bourgeoise Blanc,Upper Loire Valley,White,4,575,4,2461,25.16
Buena Vista Chardonnay 2015,Buena Vista,Chardonnay,Napa Valley,Chardonnay,4,570,3.9,2510,20.58
Dog Point Section 94 Sauvignon Blanc 2014,Dog Point,Section 94 Sauvignon Blanc,New Zealand,Sauvignon Blanc,4,526,3.9,2484,22.99
Falkenstein Riesling 2012,Falkenstein,Riesling,Northern Italy,White,4,481,4,2735,26.54
Daniel-Etienne Defaix Chablis Vieilles Vignes 2012,Daniel-Etienne Defaix,Chablis Vieilles Vignes,Burgundy,Chablis,4,479,3.9,2633,23.33
Joseph Mellot La Chatellenie Sancerre 2015,Joseph Mellot,La Chatellenie Sancerre,Upper Loire Valley,White,4,418,4,2908,22
La Chablisienne Chablis 1er Cru 'Côte de Lechet' 2015,La Chablisienne,Chablis 1er Cru 'Côte de Lechet',Burgundy,Chablis,4,410,4,2631,23.33
Château Montus Blanc Sec Pacherenc du Vic-Bilh 2012,Château Montus,Blanc Sec Pacherenc du Vic-Bilh,,,4,410,3.9,1816,20.16
Tyler Chardonnay 2015,Tyler,Chardonnay,Californian,Chardonnay,4,397,4,1071,27.99
Heymann-Löwenstein Schieferterrassen 2016,Heymann-Löwenstein,Schieferterrassen,German,Riesling,4,377,4,2194,21.72
Franz Hirtzberger Rotes Tor - Grüner Veltliner Federspiel 2015,Franz Hirtzberger,Rotes Tor - Grüner Veltliner Federspiel,Austrian,Grüner Veltliner,4,358,4,2166,21.76
Nicolas Joly Les Vieux Clos 2011,Nicolas Joly,Les Vieux Clos,Loire,Chenin Blanc,4,356,3.9,2744,24.37
Domaine Vacheron Sancerre Blanc 2018,Domaine Vacheron,Sancerre Blanc,Upper Loire Valley,White,4,346,4,3276,21.63
Silverado Miller Ranch Sauvignon Blanc 2017,Silverado,Miller Ranch Sauvignon Blanc,Californian,Sauvignon Blanc,4,336,3.8,2088,26.95
Miraval Coteaux Varois en Provence Blanc 2014,Miraval,Coteaux Varois en Provence Blanc,,,4,315,3.9,2187,25
Schloss Johannisberg Rotlack Riesling Kabinett Feinherb 2014,Schloss Johannisberg,Rotlack Riesling Kabinett Feinherb,German,Riesling,4,305,3.9,2080,22.5
La Taille Aux Loups Remus 2017,La Taille Aux Loups,Remus,Loire,Chenin Blanc,4,298,4,1366,20.08
Paul Hobbs CrossBarn Sonoma Coast Chardonnay 2015,Paul Hobbs,CrossBarn Sonoma Coast Chardonnay,Californian,Chardonnay,4,287,3.9,2137,27
Domaine du Pelican Arbois Savagnin Ouillé 2016,Domaine du Pelican,Arbois Savagnin Ouillé,Jura,White,4,282,4,914,24.37
Garnier et Fils Chablis 2017,Garnier et Fils,Chablis,Burgundy,Chablis,4,280,3.9,1679,27.2
Ataraxia Chardonnay 2013,Ataraxia,Chardonnay,South African,Chardonnay,4,271,4.1,2178,23
Terlan (Terlano) Chardonnay Kreuth 2017,Terlan (Terlano),Chardonnay Kreuth,Northern Italy,White,4,268,3.9,2059,24.99
Daniel-Etienne Defaix Chablis Vieilles Vignes 2014,Daniel-Etienne Defaix,Chablis Vieilles Vignes,Burgundy,Chablis,4,256,3.9,2633,22.96
Terres Dorées Chardonnay Classic Beaujolais 2017,Terres Dorées,Chardonnay Classic Beaujolais,,,4,256,3.8,1912,10.5
Louis Latour Chablis La Chanfleure 2017,Louis Latour,Chablis La Chanfleure,Burgundy,Chablis,4,249,3.8,1354,20.03
Dönnhoff Oberhäuser Leistenberg Riesling Kabinett 2017,Dönnhoff,Oberhäuser Leistenberg Riesling Kabinett,German,Riesling,4,243,4,2362,22.99
Domaine Serge Laloue Sancerre Blanc 2015,Domaine Serge Laloue,Sancerre Blanc,Upper Loire Valley,White,4,236,3.9,1377,25
Alexandre Bain Pierre Précieuse Pouilly-Fumé 2015,Alexandre Bain,Pierre Précieuse Pouilly-Fumé,Upper Loire Valley,White,4,234,4.1,1468,24.49
Finca Garabelos Rías Baixas Albariño 2016,Finca Garabelos,Rías Baixas Albariño,Spanish,Albariño,4,229,4,1043,26.14
Belisario Cambrugiano Verdicchio di Matelica Riserva 2016,Belisario,Cambrugiano Verdicchio di Matelica Riserva,Central Italy,White,4,229,4,2527,20.2
Elena Walch Pinot Grigio Alto Adige Castel Ringberg 2017,Elena Walch,Pinot Grigio Alto Adige Castel Ringberg,Northern Italy,Pinot Grigio,4,226,4,798,25
Joh. Jos. Prüm Wehlener Sonnenuhr Riesling Kabinett 2014,Joh. Jos. Prüm,Wehlener Sonnenuhr Riesling Kabinett,German,Riesling,4,226,4.1,1758,24.6
Château de Puligny Montrachet Bourgogne Clos du Château 2014,Château de Puligny Montrachet,Bourgogne Clos du Château,Burgundy,White,4,225,4.1,1615,27
Cal Pla Mas d'en Compte Priorat White 2014,Cal Pla,Mas d'en Compte Priorat White,,,4,224,4,1324,21.5
Hubert Lamy La Princée Saint-Aubin 2015,Hubert Lamy,La Princée Saint-Aubin,Burgundy,Côte de Beaune White,4,220,4,1272,25.21
Domaine Huet Vouvray Clos du Bourg Sec 2011,Domaine Huet,Vouvray Clos du Bourg Sec,Loire,Chenin Blanc,4,219,4.1,1478,28.68
Badenhorst White Blend 2013,Badenhorst,White Blend,,,4,215,4,1080,24.95
Domaine Huet Vouvray Le Haut-Lieu Sec 2016,Domaine Huet,Vouvray Le Haut-Lieu Sec,Loire,Chenin Blanc,4,210,4,2803,21
Cottanera Etna Calderara Bianco 2017,Cottanera,Etna Calderara Bianco,Southern Italy,White,4,210,3.9,608,27.34
Mosse Anjou Blanc 2015,Mosse,Anjou Blanc,Loire,Chenin Blanc,4,208,3.9,1136,20.39
Manincor Sophie 2015,Manincor,Sophie,Northern Italy,White,4,205,4,1100,23.11
Vivera Salisire Etna Bianco 2012,Vivera,Salisire Etna Bianco,Southern Italy,White,4,205,3.9,784,26.7
Robert-Denogent Mâcon-Villages 2017,Robert-Denogent,Mâcon-Villages,Burgundy,Macônnais White,4,203,3.9,631,24.5
Naia Naiades 2011,Naia,Naiades,Spanish,Verdejo,4,200,4,1324,21.68
Faiveley Mercurey Clos Rochette 2015,Faiveley,Mercurey Clos Rochette,Burgundy,Côte Chalonnaise White,4,198,3.9,1342,21.84
Bodegas Amaren Barrel Fermented White 2016,Bodegas Amaren,Barrel Fermented White,Spanish,Rioja White,4,195,3.9,838,22.5
Les Héritiers du Comte Lafon Vire-Clessé 2014,Les Héritiers du Comte Lafon,Vire-Clessé,,,4,192,4,1294,20.16
Conterno Fantino Chardonnay Langhe Bastia 2016,Conterno Fantino,Chardonnay Langhe Bastia,Northern Italy,White,4,191,4,799,20.16
Teleda - Ogro Rkatsiteli 2017,Teleda - Ogro,Rkatsiteli,,,4,190,4,811,23.6
Chateau Montelena Riesling 2017,Chateau Montelena,Riesling,Californian,Riesling,4,189,3.9,1538,26.35
Domäne Wachau Grüner Veltliner Smaragd Achleiten 2016,Domäne Wachau,Grüner Veltliner Smaragd Achleiten,Austrian,Grüner Veltliner,4,188,4,1227,24.37
Pegasus Bay Sauvignon - Sémillon 2013,Pegasus Bay,Sauvignon - Sémillon,,,4,186,3.9,1144,20.68
Domaine Henri Milan Le Grand Blanc 2014,Domaine Henri Milan,Le Grand Blanc,,,4,186,4,668,26.24
Joh. Jos. Prüm Wehlener Sonnenuhr Riesling Kabinett 2009,Joh. Jos. Prüm,Wehlener Sonnenuhr Riesling Kabinett,German,Riesling,4,184,4.1,1758,27.99
Château de Chamirey Mercurey Blanc 2014,Château de Chamirey,Mercurey Blanc,Burgundy,Côte Chalonnaise White,4,182,3.8,493,21.95
Fèlsina I Sistri Chardonnay 2017,Fèlsina,I Sistri Chardonnay,Central Italy,White,4,180,3.9,1976,21.65
Moreau-Naudet Chablis 2015,Moreau-Naudet,Chablis,Burgundy,Chablis,4,179,3.9,824,27.99
Crystallum The Agnes Chardonnay 2015,Crystallum,The Agnes Chardonnay,South African,Chardonnay,4,173,4,1018,24.99
Domaine des Malandes Chablis Premier Cru 'Vau de Vey' 2015,Domaine des Malandes,Chablis Premier Cru 'Vau de Vey',Burgundy,Chablis,4,170,4,680,29.99
J.M. Boillot Mâcon-Villages 2016,J.M. Boillot,Mâcon-Villages,Burgundy,Macônnais White,4,169,4.1,755,25.99
Domaine de la Rectorie L'Argile Collioure 2014,Domaine de la Rectorie,L'Argile Collioure,Languedoc-Roussillon,White,4,169,4.1,816,21
Domaine Long Depaquit Chablis Premier Cru 'Les Vaillons' 2016,Domaine Long Depaquit,Chablis Premier Cru 'Les Vaillons',Burgundy,Chablis,4,169,3.9,1856,29.17
Schloss Gobelsburg Grüner Veltliner Tradition 2014,Schloss Gobelsburg,Grüner Veltliner Tradition,Austrian,Grüner Veltliner,4,163,4,912,27.52
Hatzidakis Santorini Familia 2018,Hatzidakis,Santorini Familia,Greek Santorini,White,4,160,4,168,22.6
Mosse Anjou Blanc 2014,Mosse,Anjou Blanc,Loire,Chenin Blanc,4,160,3.9,1136,23.52
Château Latour-Martillac Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2010,Château Latour-Martillac,Pessac-Léognan Blanc (Grand Cru Classé de Graves),Bordeaux,White,4,160,3.9,1490,22.33
Château Latour-Martillac Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2013,Château Latour-Martillac,Pessac-Léognan Blanc (Grand Cru Classé de Graves),Bordeaux,White,4,157,3.9,1490,21
Dönnhoff Kahlenberg Riesling Trocken 2016,Dönnhoff,Kahlenberg Riesling Trocken,German,Riesling,4,154,4,654,26.95
Sébastien Riffault Akménine Sancerre 2014,Sébastien Riffault,Akménine Sancerre,Upper Loire Valley,White,4,152,4,1739,26.87
Cloudy Bay Sauvignon Blanc 2005,Cloudy Bay,Sauvignon Blanc,New Zealand,Sauvignon Blanc,4,147,4.1,37863,20.65
Tramin Unterebner Pinot Grigio 2017,Tramin,Unterebner Pinot Grigio,Northern Italy,Pinot Grigio,4,146,4,1280,24.77
Cartuxa Scala Coeli Branco 2014,Cartuxa,Scala Coeli Branco,Southern Portugal,White,4,145,4.1,1021,20.17
Schloss Vollrads Riesling Trocken 2017,Schloss Vollrads,Riesling Trocken,German,Riesling,4,144,3.8,831,22.99
Castell d'Encus Taleia 2017,Castell d'Encus,Taleia,,,4,144,4,1344,20.12
Laroche Petit Chablis 2018,Laroche,Petit Chablis,Burgundy,Chablis,4,140,3.7,2722,20.19
Francois et Antoine Jobard Bourgogne Blanc 2015,Francois et Antoine Jobard,Bourgogne Blanc,Burgundy,White,4,139,4,557,27
Château de Pibarnon Bandol Blanc 2015,Château de Pibarnon,Bandol Blanc,,,4,138,3.9,828,21.84
La Chablisienne Chablis 1er Cru 'Montée de Tonnerre' 2016,La Chablisienne,Chablis 1er Cru 'Montée de Tonnerre',Burgundy,Chablis,4,135,4,1087,20.16
Quinta do Regueiro Primitivo -  Alvarinho 2015,Quinta do Regueiro,Primitivo -  Alvarinho,Portuguese,Vinho Verde White,4,133,4.1,496,20.47
Alphonse Mellot Pouilly-Fumé 2017,Alphonse Mellot,Pouilly-Fumé,Upper Loire Valley,White,4,133,3.9,248,20
Manincor Tannenberg Sauvignon Blanc 2017,Manincor,Tannenberg Sauvignon Blanc,Northern Italy,White,4,131,3.9,699,20.08
Domaine Cordier Père & Fils Vieilles Vignes Pouilly-Fuissé 2017,Domaine Cordier Père & Fils,Vieilles Vignes Pouilly-Fuissé,Burgundy,Macônnais White,4,131,4,953,28.33
Bernard Gripa Les Pins Saint-Péray 2016,Bernard Gripa,Les Pins Saint-Péray,Northern Rhône,Saint-Péray,4,128,3.9,671,25
Alpha Estate (Κτήμα Αλφα) Chardonnay 2017,Alpha Estate (Κτήμα Αλφα),Chardonnay,,,4,127,3.9,474,21.5
Chanson Pouilly-Fuissé 2013,Chanson,Pouilly-Fuissé,Burgundy,Macônnais White,4,125,3.9,691,22.5
Jean-Marc Brocard Chablis Premier Cru 'Vau de Vey' 2017,Jean-Marc Brocard,Chablis Premier Cru 'Vau de Vey',Burgundy,Chablis,4,125,4,1433,25.83
Joseph Burrier (Château de Beauregard) Pouilly-Fuissé 2014,Joseph Burrier (Château de Beauregard),Pouilly-Fuissé,Burgundy,Macônnais White,4,123,4.1,441,28.57
Domaine Laroche Les Vaillons Vieilles Vignes Chablis Premier Cru 2011,Domaine Laroche,Les Vaillons Vieilles Vignes Chablis Premier Cru,Burgundy,Chablis,4,123,4,1378,27.96
Contino Rioja Blanco 2015,Contino,Rioja Blanco,Spanish,Rioja White,4,123,3.9,497,20.75
Wijnkasteel Genoels Elderen Chardonnay Goud 2014,Wijnkasteel Genoels Elderen,Chardonnay Goud,,,4,122,3.9,484,23.36
Hervé Souhaut Domaine Romaneaux - Destezet 2014,Hervé Souhaut,Domaine Romaneaux - Destezet,Northern Rhône,White,4,118,4,767,27.4
David & Nadia Chenin Blanc 2017,David & Nadia,Chenin Blanc,South African,Chenin Blanc,4,117,3.9,504,27.89
Alain Gras Saint-Romain Blanc 2017,Alain Gras,Saint-Romain Blanc,Burgundy,Côte de Beaune White,4,116,3.9,886,28.25
Pascal Jolivet Sancerre Le Chene Marchand 2016,Pascal Jolivet,Sancerre Le Chene Marchand,Upper Loire Valley,White,4,112,4,420,24.17
Domaine Laurent Tribut Beauroy Chablis Premier Cru 2014,Domaine Laurent Tribut,Beauroy Chablis Premier Cru,Burgundy,Chablis,4,111,3.9,437,28.15
Château Fonréaud Le Cygne Bordeaux Blanc 2015,Château Fonréaud,Le Cygne Bordeaux Blanc,Bordeaux,White,4,110,4,764,22.8
Château Olivier Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2012,Château Olivier,Pessac-Léognan Blanc (Grand Cru Classé de Graves),Bordeaux,White,4,109,3.9,1027,22.6
Venetsanos Nykteri 2017,Venetsanos,Nykteri,Greek Santorini,White,4,109,3.9,462,23.11
Terras Gauda La Mar 2015,Terras Gauda,La Mar,Spanish,Albariño,4,109,4,876,28.9
Domaine Pattes Loup Chablis 2017,Domaine Pattes Loup,Chablis,Burgundy,Chablis,4,109,4,1937,24.28
Alheit Vineyards Hemelrand Vine Garden 2016,Alheit Vineyards,Hemelrand Vine Garden,,,4,108,4.1,352,26
Amisfield Pinot Gris 2016,Amisfield,Pinot Gris,New Zealand,Pinot Gris,4,107,4,571,26.8
Domaine Cordier Père & Fils Mâcon Milly-Lamartine 'Clos du Four' 2016,Domaine Cordier Père & Fils,Mâcon Milly-Lamartine 'Clos du Four',Burgundy,Macônnais White,4,106,3.9,406,21.67
Pietradolce Archineri Etna Bianco 2017,Pietradolce,Archineri Etna Bianco,Southern Italy,White,4,104,3.9,562,28.5
Weingut Bründlmayer Riesling Heiligenstein 2014,Weingut Bründlmayer,Riesling Heiligenstein,Austrian,Riesling,4,104,4,870,21.8
Anselmo Mendes Curtimenta Alvarinho 2016,Anselmo Mendes,Curtimenta Alvarinho,Portuguese,Vinho Verde White,4,104,4.2,1077,20.96
Fontaine-Gagnard Chassagne-Montrachet Blanc 2011,Fontaine-Gagnard,Chassagne-Montrachet Blanc,Burgundy,Côte de Beaune White,4,103,4.1,732,27.25
